RECORD_NO	SITE_NO	STATION_NM	SAMPLE_START_DT	MEDIUM_CD	Fil.greater.Unf	Fil.greater.Unf.10perc	RPD.greater.10perc	RPD.greater.10perc.DL	imbalance.greater.10perc	imbalance.greater.10perc.complete
01102634	391600106235702	TLS-06 TURQUOISE LAKE SOUTH 6	2011-06-17 14:27:00	WSQ	4	0			FALSE	FALSE
01102683	391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	2011-06-07 10:00:00	WG 	0	0			FALSE	FALSE
01102684	391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2011-06-07 11:05:00	WG 	0	0			FALSE	FALSE
01102685	391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	2011-06-07 11:50:00	WG 	4	1	3	6	TRUE	TRUE
01102686	391523106225201	SC00908019BBDA1 BPS-01 BUFFALO PK SEEP NR LEADVILL	2011-06-07 16:00:00	WG 	0	0			FALSE	FALSE
01102687	391516106224601	SC00908019BDBB1 BPS-02 BUFFALO PK SEEP NR LEADVILL	2011-06-07 16:45:00	WG 	0	0			FALSE	FALSE
01102688	391517106223701	SC00908019BDAB1 BGS-01 BARTLETT GULCH SEEP 1 NR LE	2011-06-08 10:50:00	WG 	0	0			FALSE	FALSE
01102689	391517106224701	SC00908019BDBB2 BPS-03 BUFFALO PK SEEP NR LEADVILL	2011-06-08 12:05:00	WG 	0	0			FALSE	FALSE
01102690	391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2011-06-08 14:20:00	WG 	0	0			FALSE	FALSE
01102691	391541106231501	SC00908113DDBD1 BGS-12 BARTLETT GULCH SEEP 12 NR L	2011-06-08 15:00:00	WG 	1	0			FALSE	FALSE
01102692	391606106241301	SC00908114ADA TLSS-0A	2011-06-09 12:25:00	WG 	0	0			TRUE	TRUE
01102693	391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2011-06-09 15:05:00	WG 	6	0			FALSE	FALSE
01102696	391512106224001	SC00908019BDCA1 K-ADIT MINE DRAINAGE TUN NR LEADVI	2011-06-08 09:20:00	WG 	0	1			FALSE	FALSE
01102697	391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2011-06-08 10:00:00	WG 	3	0	0	7	FALSE	FALSE
01102699	391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2011-06-09 09:15:00	WG 	5	1			FALSE	FALSE
01102704	391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2011-06-06 13:30:00	WS 	1	0			FALSE	FALSE
01102705	391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2011-06-07 13:20:00	WS 	3	0			TRUE	TRUE
01102706	391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2011-06-07 12:30:00	WG 	0	0			FALSE	FALSE
01102707	391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2011-06-07 14:55:00	WG 	0	0			FALSE	FALSE
01102708	391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	2011-06-08 10:25:00	WG 	3	0			FALSE	FALSE
01102709	391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2011-06-08 10:45:00	WG 	0	0			TRUE	TRUE
01102710	391504106225001	SC00908019CBA2 LSGS-0A	2011-06-08 11:20:00	WG 	0	2			FALSE	FALSE
01102711	391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2011-06-08 14:35:00	WG 	6	1			FALSE	FALSE
01102712	391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2011-06-08 16:35:00	WG 	0	0			FALSE	FALSE
01102713	391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2011-06-09 10:45:00	WG 	4	0			TRUE	TRUE
01102714	391521106233801	SC00908124BAD SLGS-08	2011-06-09 11:40:00	WG 	4	0			TRUE	TRUE
01102715	391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	2011-06-09 13:55:00	WG 	3	0			FALSE	FALSE
01102716	391511106232101	SC00908124ACA SLGS-02B	2011-06-10 09:45:00	WG 	6	0	1	4	FALSE	FALSE
01102717	391603106235601	SC00908113BCDA1 TLSS-02 TURQUOISE LAKE SOUTH SEEP	2011-06-17 13:35:00	WG 	6	0			TRUE	TRUE
01102718	391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2011-06-07 11:00:00	WS 	2	0	5	6	FALSE	FALSE
01102719	391445106230901	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	2011-06-07 13:50:00	WS 	0	1			FALSE	FALSE
01102720	391456106232901	SBG-03 STRAWBERRY GULCH 3	2011-06-07 16:10:00	WS 	1	1			FALSE	FALSE
01102721	391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2011-06-08 09:50:00	WS 	4	0			FALSE	FALSE
01102722	391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2011-06-08 12:20:00	WS 	5	0			TRUE	TRUE
01102723	391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2011-06-08 15:20:00	WS 	6	0	4	5	TRUE	TRUE
01102724	391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2011-06-09 09:55:00	WG 	5	0			FALSE	FALSE
01102725	391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2011-06-09 14:35:00	WS 	5	1	1	3	TRUE	TRUE
01102726	391600106235701	TLS-05 TURQUOISE LAKE SOUTH 5	2011-06-17 15:00:00	WS 	1	0			FALSE	FALSE
01102727	391600106235702	TLS-06 TURQUOISE LAKE SOUTH 6	2011-06-17 14:20:00	WS 	1	0	3	7	FALSE	FALSE
01102754	391606106241601	SC00908113ADB TL-ADIT	2011-06-09 11:17:00	WGQ	3	1			TRUE	TRUE
01102755	391501106225001	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	2011-06-08 09:12:00	OAQ	0	2			TRUE	FALSE
01102756	391511106232001	SLGS-02A	2011-06-10 09:22:00	OAQ	0	1			TRUE	TRUE
01103332	391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2011-06-06 14:45:00	WS 	1	1			FALSE	FALSE
01103333	391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2011-06-07 09:30:00	WS 	0	0			FALSE	FALSE
01103334	391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	2011-06-07 12:45:00	WG 	0	0			FALSE	FALSE
01103335	391521106231001	SC00908124AADC1 LSGS-07 LITTLE SUGARLOAF GL SEEP 7	2011-06-07 14:30:00	WG 	0	0			TRUE	TRUE
01103336	391524106232301	LSGS-07A, SEEP FOUND NEAR LSGS-07	2011-06-07 15:00:00	WG 	0	0			TRUE	TRUE
01103339	391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2011-06-08 11:30:00	WG 	0	0			FALSE	FALSE
01103340	391530106223601	SC00908019BDAB1 BG-011BARTLETTT GULCH 13 NR LEADVI	2011-06-08 12:50:00	WS 	6	0			FALSE	FALSE
01103342	391606106241101	TLSS-07, SPRING NEAR TURQ. LAKE BLW ADIT AND WASTE	2011-06-09 13:35:00	WG 	0	0			TRUE	TRUE
01103343	391512106232401	SLGS-01A, SEEP ADJACENT TO SUGARLOAF GULCH	2011-06-10 09:40:00	WG 	0	0			TRUE	TRUE
01103344	391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2011-06-10 11:00:00	WG 	0	0			TRUE	TRUE
01103345	391606106241601	SC00908113ADB TL-ADIT	2011-06-09 11:15:00	WG 	6	0	2	2	TRUE	TRUE
01103346	391513106233601	SC00908124ACBC1 SBGS-04 STRAWBERRY GULCH SEEP 4	2011-06-28 11:00:00	WG 	1	7			TRUE	TRUE
01103366	391501106225001	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	2011-06-08 09:10:00	WG 	0	0			FALSE	FALSE
01103367	391511106232001	SLGS-02A	2011-06-10 09:15:00	WG 	0	0			TRUE	TRUE
01103368	391512106232101	SLGS-01B, COLLAPSED SHAFT	2011-06-10 10:25:00	WG 	4	0			TRUE	TRUE
01103855	391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2011-09-28 14:57:00	WGQ	2	0			FALSE	FALSE
01103856	391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2011-09-28 13:32:00	OAQ	0	3			TRUE	TRUE
01103857	391509106231901	SC00908124ADCB1 SLGS-02 SUGARLOAF GULCH SEEP 2	2011-09-29 16:17:00	WGQ	0	0			TRUE	TRUE
01103858	391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2011-09-29 17:32:00	OAQ	1	10			TRUE	FALSE
01103859	391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2011-09-28 10:42:00	OAQ	1	7			TRUE	TRUE
01103860	391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2011-09-28 13:07:00	WGQ	1	0			FALSE	FALSE
01103861	391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2011-09-29 09:02:00	OAQ	0	4			TRUE	TRUE
01103862	391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2011-09-29 11:07:00	WGQ	0	0			FALSE	FALSE
01104264	391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2011-06-07 11:02:00	OAQ	0	3			TRUE	TRUE
01106306	391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2011-09-28 15:30:00	WG 	0	0			FALSE	FALSE
01106307	391517106224701	SC00908019BDBB2 BPS-03 BUFFALO PK SEEP NR LEADVILL	2011-09-28 15:50:00	WG 	0	0			FALSE	FALSE
01106308	391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2011-09-28 14:50:00	WG 	6	0	2	0	FALSE	FALSE
01106309	391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2011-09-28 16:50:00	WG 	0	0			FALSE	FALSE
01106310	391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2011-09-28 10:55:00	WS 	5	0			FALSE	FALSE
01106311	391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2011-09-28 10:30:00	WS 	2	0			FALSE	FALSE
01106312	391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2011-09-28 13:30:00	WG 	6	0			FALSE	FALSE
01106313	391606106241601	SC00908113ADB TL-ADIT	2011-09-28 12:05:00	WG 	8	0			TRUE	TRUE
01106314	391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2011-09-29 09:15:00	WS 	1	0			FALSE	FALSE
01106315	391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2011-09-29 10:05:00	WG 	0	0			FALSE	FALSE
01106316	391445106230901	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	2011-09-29 10:45:00	WS 	0	1			FALSE	FALSE
01106317	391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2011-09-29 12:05:00	WG 	0	0			FALSE	FALSE
01106318	391456106232901	SBG-03 STRAWBERRY GULCH 3	2011-09-29 13:40:00	WS 	0	2			FALSE	FALSE
01106319	391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2011-09-29 15:30:00	WG 	0	0			FALSE	FALSE
01106320	391509106231901	SC00908124ADCB1 SLGS-02 SUGARLOAF GULCH SEEP 2	2011-09-29 16:15:00	WG 	0	0	1	2	FALSE	FALSE
01106321	391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2011-09-29 17:30:00	WS 	3	0			TRUE	TRUE
01106323	391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2011-09-28 10:40:00	WG 	0	0			FALSE	FALSE
01106324	391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2011-09-28 12:10:00	WS 	5	0			FALSE	FALSE
01106325	391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2011-09-28 13:05:00	WG 	7	0	3	7	FALSE	FALSE
01106326	391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2011-09-28 14:35:00	WS 	3	1			FALSE	FALSE
01106327	391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2011-09-28 16:10:00	WG 	3	0			FALSE	FALSE
01106328	391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2011-09-28 16:50:00	WG 	5	1			TRUE	TRUE
01106329	391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2011-09-29 09:00:00	WS 	2	0			TRUE	TRUE
01106330	391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	2011-09-29 09:20:00	WG 	2	1			FALSE	FALSE
01106331	391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	2011-09-29 10:30:00	WG 	0	0			FALSE	FALSE
01106332	391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2011-09-29 11:00:00	WG 	0	0	3	1	TRUE	TRUE
01106333	391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	2011-09-29 11:45:00	WG 	4	2			FALSE	FALSE
01106334	391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2011-09-29 12:10:00	WS 	6	0			FALSE	FALSE
01106335	391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	2011-09-29 12:30:00	WG 	0	0			FALSE	FALSE
01106336	391518106230901	LSGS-10, LITTLE SUGARLOAF GULCH SEEP 10	2011-09-29 13:00:00	WG 	0	0			FALSE	FALSE
01106337	391519106230901	LSGS-11, LITTLE SUGARLOAF GULCH SEEP 11	2011-09-29 13:15:00	WG 	0	0			TRUE	TRUE
01106338	391504106225001	SC00908019CBA2 LSGS-0A	2011-09-29 14:30:00	WG 	0	0			FALSE	FALSE
01106339	391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	2011-09-29 15:00:00	WG 	6	0			FALSE	FALSE
01106340	391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2011-09-29 15:25:00	WG 	0	0			TRUE	TRUE
01106341	391501106225001	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	2011-09-29 16:00:00	WG 	0	0			FALSE	FALSE
01106342	391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2011-09-29 16:20:00	WS 	5	0			FALSE	FALSE
01106343	391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2011-09-29 17:00:00	WG 	0	0			FALSE	FALSE
01106344	391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	2011-09-29 17:30:00	WG 	4	1			FALSE	FALSE
01106365	391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	2011-06-09 14:05:00	WG 	6	0			FALSE	FALSE
01202480	391600106235701	TLS-05 TURQUOISE LAKE SOUTH 5	2012-05-29 16:32:00	OAQ	0	0			TRUE	TRUE
01202481	391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 10:27:00	WSQ	4	1			FALSE	FALSE
01202482	391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2012-05-30 15:02:00	OAQ	0	2			TRUE	TRUE
01202483	391606106241601	SC00908113ADB TL-ADIT	2012-05-31 09:52:00	OAQ	0	0			TRUE	TRUE
01202484	391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2012-05-31 11:57:00	WGQ	0	0			TRUE	TRUE
01202485	391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2012-05-29 11:07:00	WGQ	0	0			FALSE	FALSE
01202486	391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2012-05-29 16:12:00	OAQ	1	4			TRUE	TRUE
01202487	391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2012-05-29 16:17:00	WSQ	4	0			FALSE	FALSE
01202488	391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 09:47:00	WSQ	3	0			FALSE	FALSE
01202489	391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 09:52:00	OAQ	1	3			TRUE	TRUE
01202490	391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2012-05-31 09:32:00	OAQ	1	2			TRUE	TRUE
01202491	391504106225001	SC00908019CBA2 LSGS-0A	2012-05-31 10:17:00	WGQ	0	0			FALSE	FALSE
01202524	391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2012-05-29 14:35:00	WG 	0	0			FALSE	FALSE
01202525	391512106224001	SC00908019BDCA1 K-ADIT MINE DRAINAGE TUN NR LEADVI	2012-05-29 12:45:00	WG 	2	1			FALSE	FALSE
01202526	391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2012-05-29 15:30:00	WG 	1	0			FALSE	FALSE
01202527	391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2012-05-29 13:20:00	WG 	7	0			FALSE	FALSE
01202528	391600106235701	TLS-05 TURQUOISE LAKE SOUTH 5	2012-05-29 16:30:00	WS 	0	1			FALSE	FALSE
01202529	391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2012-05-30 09:30:00	WS 	2	2			FALSE	FALSE
01202530	391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 10:15:00	WS 	6	0	3	9	FALSE	FALSE
01202531	391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2012-05-31 11:45:00	WS 	4	0			FALSE	FALSE
01202532	391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2012-05-30 12:00:00	WS 	2	0			FALSE	FALSE
01202533	391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2012-05-30 13:15:00	WG 	3	0			FALSE	FALSE
01202534	391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2012-05-30 14:20:00	WG 	0	0			FALSE	FALSE
01202535	391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2012-05-30 15:00:00	WS 	0	0			FALSE	FALSE
01202536	391501106225001	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	2012-05-30 16:10:00	WG 	0	0			FALSE	FALSE
01202537	391606106241601	SC00908113ADB TL-ADIT	2012-05-31 09:50:00	WG 	4	0			TRUE	TRUE
01202539	391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2012-05-31 11:50:00	WG 	0	0	3	6	FALSE	FALSE
01202540	391513106230401	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	2012-05-31 14:40:00	WG 	6	0			FALSE	FALSE
01202541	391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2012-05-29 11:00:00	WG 	3	0	1	20	FALSE	FALSE
01202542	391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2012-05-29 13:15:00	WG 	2	0			FALSE	FALSE
01202543	391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2012-05-29 14:00:00	WG 	10	0			TRUE	TRUE
01202544	391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2012-05-29 16:10:00	WS 	3	0	1	11	FALSE	FALSE
01202545	391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2012-05-30 09:45:00	WS 	0	0	2	24	FALSE	FALSE
01202546	391445106230901	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	2012-05-30 11:10:00	WS 	0	0			FALSE	FALSE
01202547	391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2012-05-30 11:40:00	WG 	0	0			FALSE	FALSE
01202548	391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2012-05-30 13:10:00	WG 	0	0			TRUE	TRUE
01202549	391456106232901	SBG-03 STRAWBERRY GULCH 3	2012-05-30 14:00:00	WS 	1	0			FALSE	FALSE
01202550	391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2012-05-30 15:05:00	WG 	0	0			FALSE	FALSE
01202551	391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2012-05-30 15:50:00	WS 	2	0			TRUE	TRUE
