SITE_NO	STATION_NM	SAMPLE_START_DT	SAMPLE_END_DT	MEDIUM_CD	RECORD_NO	sum_cat	sum_an	perc.diff	complete.chem	Alk	Bicarb	Ca	Cl	Fe	K	Mg	Mn	Na	SO4	flags
391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2007-10-17 13:00:00	NA	WG 	00800088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	2007-10-17 10:00:00	NA	WG 	00800089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2007-10-17 12:00:00	NA	WG 	00800090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2008-03-25 18:22:00	NA	WG 	00801187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
391606106241601	SC00908113ADB TL-ADIT	2010-06-08 11:00:00	NA	WG 	01003451	0.7988683789	2.45991709	-50.9714041305298	Complete	0.001998	0.001639	0.0011976	0.00696787	0.7861788277	5.116e-05	0.00090519	0.0092741012	0.0012615	2.45095122	Charge imbalance > 10%
391603106235601	SC00908113BCDA1 TLSS-02 TURQUOISE LAKE SOUTH SEEP	2010-06-08 13:00:00	NA	WG 	01003452	1.38229566197	3.07787075	-38.0159602000385	Complete	0.001998	0.001639	0.3736512	0.00623441	0.69819677317	0.03240986	0.16425084	0.0471449888	0.066642	3.06963834	Charge imbalance > 10%
391600106235702	TLS-06 TURQUOISE LAKE SOUTH 6	2010-06-08 14:35:00	NA	WS 	01003453	0.28903633024	0.28313673	1.03108668512378	Complete	0.041958	0.042614	0.1599794	0.00651651	0.00078724704	0.0130458	0.06509139	2.04932e-05	0.050112	0.23466222	
391556106235701	SC00908113CBAA1 TLS-01 TURQUOISE LAKE SOUTH SEEP 1	2010-06-08 15:35:00	NA	WG 	01003454	0.29159969526	0.27850974	2.29604255786966	Complete	0.051948	0.054087	0.1599794	0.00643188	0.00132375246	0.01442712	0.06574971	9.47128e-05	0.050025	0.22012986	
391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2010-06-08 16:45:00	NA	WG 	01003455	1.52282088389	1.52693358	-0.134853351595859	Complete	0.07992	0.080311	0.4063357	0.0093093	0.01880200469	0.01672932	0.75344724	0.1520711192	0.1754355	1.43770428	
391443106225701	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	2010-06-09 10:00:00	NA	WS 	01003456	0.48699596718	0.48722011	-0.0230075057525997	Complete	0.347652	0.331078	0.230039	0.00290563	0.00889942958	0.01614098	0.12664431	0.0017857476	0.1034865	0.13666248	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2010-06-09 11:45:00	NA	WG 	01003457	1.59895493655	1.61449524	-0.483601817243185	Complete	0.533466	0.532675	0.8345276	0.01387932	0.00174878135	0.04448362	0.59816601	0.0013174252	0.1187115	1.06714992	
391445106230901	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	2010-06-09 13:15:00	NA	WS 	01003458	0.46503383088	0.41369749	5.84209753996131	Complete	0.215784	0.216348	0.2184123	0.00730639	0.02491545208	0.0159875	0.10220418	0.0004628988	0.1030515	0.1906071	Charge imbalance > 5%
391456106232901	SBG-03 STRAWBERRY GULCH 3	2010-06-09 15:45:00	NA	WS 	01003459	0.32876776027	0.27028679	9.76221117820439	Complete	0.151848	0.152427	0.1493008	0.00657293	0.00861040707	0.0112552	0.05908422	0.0002061332	0.100311	0.11186586	Charge imbalance > 5%
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2010-06-09 14:20:00	NA	WG 	01003460	1.86922001621	1.9125134	-1.14480263480306	Complete	0.963036	0.929313	0.9646169	0.00970424	0.07026355301	0.03079832	0.52928928	0.0433974632	0.2308545	0.93977316	
391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2010-06-10 09:30:00	NA	WS 	01003461	1.94745454248	2.18386251	-5.72233901482061	Complete	0.001998	0.001639	1.0122714	0.00465465	0.00474296288	0.02926352	0.47292063	0.2845320296	0.143724	2.17720986	Charge imbalance > 5%
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2010-06-10 09:50:00	NA	WS 	01003462	0.25869368042	0.26609519	-1.41037853452885	Complete	0.203796	0.203236	0.1644704	0.00471107	0.00610639282	0.00782748	0.04509492	0.0015254876	0.033669	0.05758812	
391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2010-06-10 11:35:00	NA	WS 	01003463	0.28929170915	0.2544499	6.40778792052831	Complete	0.085914	0.086867	0.1189117	0.00857584	0.02180596235	0.00931112	0.06492681	0.0078246168	0.0665115	0.15996006	Charge imbalance > 5%
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2010-06-10 14:00:00	NA	WS 	01003464	0.26081201932	0.2399322	4.16975743591296	Complete	0.187812	0.186846	0.15968	0.00440076	0.00644336492	0.00787864	0.04929171	0.0005868044	0.0369315	0.04771944	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2010-06-10 15:30:00	NA	WG 	01003465	4.02536500594	4.3693061	-4.09713602497936	Complete	0.523476	0.522841	1.8618688	0.00835016	0.34016327234	0.031975	1.15354122	0.4532027136	0.184614	3.83747994	
391435106225801	SC00908030BBB PPS PERISCOPE PIPE SPRING	2010-06-10 16:00:00	NA	WG 	01003466	44.26181713795	45.0354024	-0.866303862598136	Complete	28.1718	28.082626	7.8413359	15.62472912	0.01100566635	1.56680058	5.31280698	0.0143350116	29.515533	1.23887328	
391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2010-06-10 17:05:00	NA	WG 	01003467	2.59655170418	3.69285865	-17.4309972490726	Complete	0.001998	0.001639	1.1955042	0.01492309	0.02083347018	0.0333819	0.61083867	0.585048464	0.150945	3.67593756	Charge imbalance > 10%
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	2010-06-10 17:35:00	NA	WG 	01003468	1.55960491004	1.68819404	-3.95927001449448	Complete	0.025974	0.037697	0.9531898	0.01173536	9.611404e-05	0.03934204	0.39351078	0.047359676	0.1261065	1.65048468	
391606106241301	SC00908114ADA TLSS-0A	2010-06-11 10:00:00	NA	WG 	01003469	0.49958149034	0.56187181	-5.86839945196341	Complete	0.001998	0.001639	0.1864264	0.00629083	0.13024934954	0.024301	0.10072296	0.0010272808	0.0568545	0.55358298	Charge imbalance > 5%
391600106235701	TLS-05 TURQUOISE LAKE SOUTH 5	2010-06-11 11:30:00	NA	WS 	01003470	0.21175851953	0.21160365	0.0365808617647374	Complete	0.07992	0.080311	0.1064367	0.00634725	0.00059777633	0.01171564	0.04657614	1.77632e-05	0.0464145	0.1253364	
391559106235801	SC00908113BCD  TLS-04	2010-06-11 11:50:00	NA	WG 	01003471	0.25725236931	0.20425156	11.4843679422713	Complete	0.04995	0.050809	0.1215564	0.00637546	0.02306704731	0.01383878	0.05151354	0.001558102	0.0457185	0.1479261	Charge imbalance > 10%
391504106225001	SC00908019CBA2 LSGS-0A	2010-06-08 09:10:00	NA	WG 	01003491	0.44292282147	0.42136677	2.49407741140757	Complete	0.247752	0.157344	0.2038415	0.01024023	0.00916761067	0.0200803	0.10343853	8.08808e-05	0.106314	0.16337454	
391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2010-06-08 11:35:00	NA	WG 	01003492	3.50669803828	3.94380482	-5.86680912730915	Complete	0.001998	0.001639	0.6977018	0.00682682	0.88492769588	0.04793692	0.80537223	0.9671858924	0.1035735	3.93498	Charge imbalance > 5%
391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2010-06-08 13:00:00	NA	WG 	01003493	6.95025456581	18.79799695	-46.0137744767454	Complete	0.001998	0.001639	0.0008982	0.02270905	6.49912542301	5.116e-05	0.00090519	0.4480130928	0.0012615	18.7732899	Charge imbalance > 10%
391506106235201	SC00908124BDCC1 WEST WELL NR TIGER MINE DR TUN NR	2010-06-08 13:50:00	NA	WG 	01003494	0.23998937315	0.21553861	5.36756556225628	Complete	0.143856	0.157344	0.1004986	0.00866047	0.00025980155	0.01460618	0.0608946	4.61916e-05	0.063684	0.06302214	Charge imbalance > 5%
391521106233801	SC00908124BAD SLGS-08	2010-06-08 15:00:00	NA	WG 	01003495	7.98906196194	8.99886941	-5.94426375967095	Complete	0.001998	0.001639	2.13073	0.00877331	0.00964270194	0.08208622	1.02656775	4.66504129	0.074994	8.9880981	Charge imbalance > 5%
391517106233601	SC00908124ACBB1 SLGS-03 SUGARLOAF GULCH SEEP 3	2010-06-08 15:40:00	NA	WG 	01003496	0.29835276728	0.34288621	-6.94490576803385	Complete	-0.015984	0.001639	0.1508477	0.00713713	0.00183375848	0.01519452	0.05933109	0.0076791988	0.0634665	0.35173308	Charge imbalance > 5%
391513106233601	SC00908124ACBC1 SBGS-04 STRAWBERRY GULCH SEEP 4	2010-06-08 17:00:00	NA	WG 	01003497	0.3436710803	0.34302563	0.0939935040198512	Complete	0.163836	0.136037	0.1707578	0.00775775	0.0005110087	0.0172665	0.07027566	0.0035151116	0.081345	0.17143188	
391504106225201	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	2010-06-09 09:10:00	NA	WS 	01003498	0.599411397	0.57052492	2.46906404906482	Complete	0.013986	0.018029	0.3610265	0.00214396	0.001629355	0.008953	0.12820782	0.001632722	0.097962	0.55439496	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2010-06-09 10:15:00	NA	WG 	01003499	0.56437239114	0.62418297	-5.03220807507298	Complete	0.025974	0.036058	0.3079828	0.00837837	0.00044239674	0.0203361	0.13215774	0.0051868544	0.0982665	0.5898306	Charge imbalance > 5%
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	2010-06-09 10:45:00	NA	WG 	01003500	1.20066438013	1.48752761	-10.6712329671114	Complete	0.011988	0.027863	0.7169632	0.00860405	8.999053e-05	0.0361957	0.30554277	0.0364287196	0.105444	1.46693556	Charge imbalance > 10%
391521106231001	SC00908124AADC1 LSGS-07 LITTLE SUGARLOAF GL SEEP 7	2010-06-09 11:50:00	NA	WG 	01003501	1.21249654769	1.90322602	-22.1691584312691	Complete	0.003996	0.024585	0.600796	0.00925288	3.541609e-05	0.02923794	0.25871976	0.2229179316	0.1007895	1.88997714	Charge imbalance > 10%
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2010-06-09 12:35:00	NA	WS 	01003502	1.25562255683	1.71997235	-15.6052758426276	Complete	-0.023976	0.001639	0.7433104	0.00843479	0.00037897723	0.03837	0.32109558	0.0524610996	0.1000065	1.73551356	Charge imbalance > 10%
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	2010-06-09 13:05:00	NA	WG 	01003503	0.57208979313	0.6325706	-5.02056905123745	Complete	0.33966	0.340912	0.2942104	0.00919646	0.00080404193	0.02529862	0.15478749	0.0007237412	0.0962655	0.28371414	Charge imbalance > 5%
391511106232101	SC00908124ACA SLGS-02B	2010-06-09 14:40:00	NA	WG 	01003504	1.05344498337	1.39800429	-14.0553308760224	Complete	0.001998	0.001639	0.5510457	0.00550095	0.00305663417	0.02880308	0.21839766	0.1590954092	0.0930465	1.39050534	Charge imbalance > 10%
391509106231901	SC00908124ADCB1 SLGS-02 SUGARLOAF GULCH SEEP 2	2010-06-09 15:15:00	NA	WG 	01003505	0.75330469098	0.81736429	-4.07849138142595	Complete	0.025974	0.034419	0.4668145	0.00747565	0.00036304178	0.02066864	0.16918824	0.0055292692	0.090741	0.78391464	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2010-06-09 15:55:00	NA	WS 	01003506	0.93292994282	1.31646322	-17.0505220483188	Complete	0.001998	0.001639	0.5138702	0.0070525	0.00236209922	0.02588696	0.19922409	0.0974090936	0.0941775	1.30741272	Charge imbalance > 10%
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	2010-06-09 16:25:00	NA	WG 	01003507	3.25259992205	3.29933666	-0.713327080699195	Complete	0.223776	0.224543	1.5287364	0.00885794	0.36760916645	0.0289054	0.80940444	0.3351140156	0.1828305	3.06670272	
391541106231501	SC00908113DDBD1 BGS-12 BARTLETT GULCH SEEP 12 NR L	2010-06-10 09:50:00	NA	WG 	01003508	2.44060180847	2.79727078	-6.80942435131253	Complete	0.005994	0.01639	1.630233	0.0062062	4.107407e-05	0.04788576	0.62655606	0.0183054144	0.1175805	2.78507058	Charge imbalance > 5%
391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2010-06-10 10:20:00	NA	WG 	01003509	1.95426257099	2.09766817	-3.53919176256606	Complete	0.06993	0.070477	1.2890168	0.00578305	7.874619e-05	0.03757702	0.50345022	0.0001212848	0.1240185	2.02195512	
391530106223601	SC00908019BDAB1 BG-011BARTLETTT GULCH 13 NR LEADVI	2010-06-10 11:15:00	NA	WS 	01003510	0.89132709125	0.96823346	-4.13572812664279	Complete	-0.001998	0.014751	0.5217045	0.0081809	0.01295408845	0.0295449	0.20671248	0.0247111228	0.0957	0.96205056	
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2010-06-10 12:15:00	NA	WG 	01003511	1.49516245603	1.47395382	0.714308031693462	Complete	0.087912	0.090145	0.7926116	0.00863226	0.09156556123	0.02995418	0.40519596	0.0538176548	0.1220175	1.37740956	
391517106223701	SC00908019BDAB1 BGS-01 BARTLETT GULCH SEEP 1 NR LE	2010-06-10 12:50:00	NA	WG 	01003512	0.77318935877	0.73274164	2.68589455977973	Complete	-0.001998	0.039336	0.4523435	0.0062062	0.00227669237	0.01859666	0.20012928	0.0010547264	0.0987885	0.72853344	
391512106224001	SC00908019BDCA1 K-ADIT MINE DRAINAGE TUN NR LEADVI	2010-06-10 13:40:00	NA	WG 	01003513	4.93115423204	5.10982589	-1.7794244763797	Complete	3.35664	3.356672	2.409671	0.01063517	0.00021786804	0.02460796	2.33506104	0.014696864	0.1468995	1.74255072	
391523106225201	SC00908019BBDA1 BPS-01 BUFFALO PK SEEP NR LEADVILL	2010-06-10 15:20:00	NA	WG 	01003515	0.32885705947	0.32975078	-0.135698434856049	Complete	0.193806	0.193402	0.1522449	0.0115661	0.00095566147	0.02501724	0.05809674	1.8018e-05	0.0925245	0.12437868	
391516106224601	SC00908019BDBB1 BPS-02 BUFFALO PK SEEP NR LEADVILL	2010-06-10 16:10:00	NA	WG 	01003516	0.61270764787	0.56203246	4.3137360791982	Complete	0.487512	0.488422	0.2915657	0.00383656	0.00909026107	0.00849256	0.17149236	0.0007402668	0.1313265	0.0706839	
391517106224701	SC00908019BDBB2 BPS-03 BUFFALO PK SEEP NR LEADVILL	2010-06-10 16:40:00	NA	WG 	01003517	0.56484228367	0.57682234	-1.04934987750508	Complete	0.395604	0.396638	0.2675638	0.00485212	0.00266379847	0.0085693	0.17535999	0.0001953952	0.11049	0.17636622	
391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2010-06-10 17:15:00	NA	WG 	01003518	0.8919989688	0.86326963	1.63674886109401	Complete	0.625374	0.626098	0.4283416	0.01170715	0.0003251548	0.02233134	0.33121725	3.3124e-05	0.1097505	0.22618848	
391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2010-06-11 09:15:00	NA	WG 	01003519	0.99751410445	1.05367895	-2.73815501803462	Complete	0.043956	0.050809	0.5907162	0.00792701	0.00025443005	0.03443068	0.26151762	0.0013666744	0.1092285	1.00179594	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2010-06-11 09:45:00	NA	WS 	01003520	1.15309485537	1.29341704	-5.73560197665739	Complete	-0.011988	0.004917	0.635726	0.00552916	0.00822186857	0.03049136	0.28431195	0.0755886768	0.118755	1.29987588	Charge imbalance > 5%
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2010-06-11 10:55:00	NA	WG 	01003521	9.23664224979	10.17647043	-4.84120293181221	Complete	0.377622	0.37697	5.0417962	0.00905541	0.38930623059	0.0466835	2.71137321	0.6235321092	0.423951	9.78979302	
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2010-06-15 10:30:00	NA	WS 	01003522	0.28730732015	0.2506616	6.8118656631283	Complete	0.143856	0.145871	0.168662	0.00428792	0.00628232735	0.00887626	0.06023628	0.0058404528	0.03741	0.10251768	Charge imbalance > 5%
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2010-06-08 17:45:00	NA	WG 	01003548	0.98947004358	1.08814691	-4.74952162139259	Complete	0.001998	0.001639	0.5144191	0.00504959	0.00516086558	0.02312432	0.20786454	0.147638218	0.091263	1.08109932	
391521106225001	SC00908019BBDD1 WELL NR BARTLETT MINE DR NR LEADVI	2010-08-30 14:05:00	NA	WG 	01005554	2.91342011	0.33497695	79.3758617673419	Incomplete	NA	NA	1.4280881	0.00764491	0.14130626	0.02407078	1.10951607	0.0176904	0.1927485	0.32733204	Charge imbalance > 10%
391537106223401	SC00908018CDDA1 WELL NR BARTLETT GULCH NR LEADVILL	2010-08-30 11:04:00	NA	WG 	01005555	0.58436896	0.30411311	31.5432195497203	Incomplete	NA	NA	0.2468054	0.00928109	0.04748406	0.01941522	0.10878738	0.0014924	0.1603845	0.29483202	Charge imbalance > 10%
391541106223101	SC00908018CDAD1 WELL NR TURQUOISE LK NR LEADVILLE,	2010-08-27 11:45:00	NA	WG 	01005556	0.45251242	0.16780947	45.8960024770365	Incomplete	NA	NA	0.2009972	0.01176357	0.0021486	0.01762462	0.0789984	0.0001456	0.152598	0.1560459	Charge imbalance > 10%
391606106241601	SC00908113ADB TL-ADIT	2010-09-28 10:45:00	NA	WG 	01006229	0.71357607	1.50420924	-35.6496711577551	Complete	0.001998	0.001639	0.1991509	0.00693966	0.24193236	0.03366328	0.11331333	0.0168532	0.108663	1.49527158	Charge imbalance > 10%
391540106230501	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	2010-09-28 14:10:00	NA	WG 	01006230	2.03325058	2.27440348	-5.59824202781968	Complete	0.125874	0.116369	1.3397651	0.01060696	0.00017905	0.06003626	0.48493497	0.0035672	0.144768	2.13792252	Charge imbalance > 5%
391517106223801	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	2010-09-28 16:45:00	NA	WG 	01006231	1.61587384	1.5936046	0.693858532353935	Complete	0.18981	0.191763	0.8525415	0.00908362	0.06091281	0.03036346	0.45613347	0.0658476	0.150075	1.39471098	
391559106230901	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	2010-09-29 09:00:00	NA	WG 	01006232	1.53415091	1.59261789	-1.8698849751859	Complete	0.083916	0.086867	0.4152179	0.00922467	0.01457467	0.01670374	0.7620054	0.1462552	0.179394	1.49947722	
391500106224901	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	2010-09-29 14:20:00	NA	WG 	01006233	1.67374351	1.82978263	-4.45377353456824	Complete	-0.005994	0.019668	0.9863733	0.00832195	0.00046553	0.04576262	0.40355016	0.0832104	0.1543815	1.82745468	
391504106223001	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	2010-09-29 15:10:00	NA	WS 	01006234	0.24466403	0.19265996	11.8914285950789	Complete	0.135864	0.136037	0.1456581	0.00428792	0.01102948	0.00841582	0.04336683	0.0004368	0.035757	0.05250804	Charge imbalance > 10%
391452106224201	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	2010-09-29 10:10:00	NA	WS 	01006236	0.34864681	0.33964429	1.30795240560279	Complete	0.143856	0.144232	0.1990012	0.00459823	0.00948965	0.0094646	0.07603596	0.0135044	0.041151	0.19119006	
391454106224201	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	2010-09-29 10:45:00	NA	WS 	01006237	4.14647504	4.59047829	-5.08190021429359	Complete	0	0.011473	2.1100215	0.00922467	0.00970451	0.04765554	1.19081859	0.5200104	0.2682645	4.58125362	Charge imbalance > 5%
391414106231001	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	2010-09-29 12:05:00	NA	WS 	01006238	0.40339511	0.41397066	-1.29385770583469	Complete	0.255744	0.255684	0.1842308	0.00880152	0.00307966	0.01261094	0.10854051	0.0039312	0.091002	0.14942514	
391501106225401	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	2010-09-29 17:45:00	NA	WS 	01006239	2.85546731	2.97107831	-1.98421170175271	Complete	0.177822	0.177012	1.5826284	0.00978887	0.168307	0.06479414	0.70876377	0.099554	0.23142	2.78346744	
391500106225501	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	2010-09-29 18:10:00	NA	WG 	01006240	3.28714112	3.46453191	-2.62736049586217	Complete	0.043956	0.050809	2.0417583	0.01277913	0.06506677	0.0636942	0.86281065	0.0201292	0.233682	3.40779678	
391501106224901	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	2010-09-29 16:50:00	NA	WG 	01006241	2.76938695	3.57469784	-12.6938859844589	Complete	0.001998	0.001639	1.2655638	0.00750386	0.05056372	0.05200414	0.60902829	0.532532	0.259695	3.56519598	Charge imbalance > 10%
391512106235701	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	2010-09-28 10:00:00	NA	WG 	01006682	16.28965701	31.08040692	-31.2238335414888	Complete	0.001998	0.001639	1.9607207	0.016926	10.54278629	0.08124208	2.64035694	0.861406	0.203145	31.06148292	Charge imbalance > 10%
391506106235201	SC00908124BDCC1 WEST WELL NR TIGER MINE DR TUN NR	2010-09-28 11:05:00	NA	WG 	01006683	0.25340403	0.24598467	1.48568840264107	Complete	0.14985	0.149149	0.0964567	0.00837837	0.00336614	0.01818738	0.07068711	0.0001092	0.0645975	0.0877563	
391510106241001	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	2010-09-28 12:00:00	NA	WG 	01006684	5.39759446	5.89453243	-4.40074730686985	Complete	0.095904	0.101618	0.9872715	0.00662935	1.46538101	0.05983162	1.22751993	1.5326584	0.124932	5.79199908	
391435106230801	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	2010-09-28 14:30:00	NA	WG 	01006685	3.88497294	4.13011872	-3.05855242084656	Complete	0.683316	0.683463	1.9134155	0.008463	0.25786781	0.03432836	1.11527637	0.3638544	0.2002305	3.43833972	
391435106225801	SC00908030BBB PPS PERISCOPE PIPE SPRING	2010-09-28 16:10:00	NA	WG 	01006686	41.40650918	43.03370616	-1.92704030117411	Complete	26.5734	26.5518	7.4798603	15.13709106	0.09708091	1.60077082	5.01104955	0.0159796	27.201768	1.3232151	
391445106230701	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	2010-09-28 16:30:00	NA	WG 	01006687	1.60882591	1.63899468	-0.928892750199609	Complete	0.551448	0.550704	0.8394178	0.0152334	0.01135177	0.04670908	0.57306756	0.0053872	0.1328925	1.07231328	
391456106232901	SBG-03 STRAWBERRY GULCH 3	2010-09-28 17:45:00	NA	WS 	01006688	0.44400839	0.40394883	4.72424304612914	Complete	0.25974	0.260601	0.2056878	0.00973245	0.01908673	0.02061748	0.08410038	0.000546	0.11397	0.13447638	
391504106225200	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	2010-09-29 08:45:00	NA	WG 	01006689	11.75886236	12.81134948	-4.28358992935734	Complete	0.323676	0.324522	6.3689366	0.00851942	0.49586107	0.05466446	3.41890263	0.9618336	0.458664	12.47915406	
391501106230601	NELSON MINE DRAINAGE TUN BLW TURQ LAKE NR LEADVILL	2010-09-29 09:40:00	NA	WG 	01006690	7.82384133	8.62320059	-4.86020078192882	Complete	0.587412	0.588401	3.3008351	0.00809627	1.27419142	0.03473764	1.79828337	1.1592308	0.256563	8.02769232	
391502106230601	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	2010-09-29 10:05:00	NA	WS 	01006691	0.71177427	0.94070735	-13.8538956941621	Complete	-0.02997	0.001639	0.3831322	0.00741923	0.00118173	0.02243366	0.15651558	0.0216216	0.1268895	0.96325812	Charge imbalance > 10%
391513106232601	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	2010-09-29 11:00:00	NA	WG 	01006692	8.06965275	10.93665147	-15.0844619070293	Complete	0.001998	0.001639	3.4939481	0.01108653	0.07423413	0.04077452	1.4590017	2.7371708	0.2645235	10.92356694	Charge imbalance > 10%
391449106232001	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	2010-09-29 12:25:00	NA	WG 	01006693	1.73867559	1.73345767	0.150279946340532	Complete	1.060938	1.060433	0.8625215	0.00950677	0.11906825	0.02808684	0.4451889	0.0338156	0.2499945	0.6630129	
391512106230001	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	2010-09-29 14:20:00	NA	WG 	01006694	0.89421072	0.99962552	-5.56620460489235	Complete	0.017982	0.021307	0.5092794	0.00835016	0.00039391	0.02911004	0.22160697	0.0034944	0.130326	0.97329336	Charge imbalance > 5%
391516106230301	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	2010-09-29 14:50:00	NA	WG 	01006695	1.99387144	2.42488746	-9.75423257421897	Complete	0.01998	0.031141	1.2168115	0.008463	7.162e-05	0.04484174	0.52270608	0.023478	0.1859625	2.39644446	Charge imbalance > 5%
391517106230601	SC00908124ADAA1 LSGS-05 LITTLE SUGARLOAF GL SEEP 5	2010-09-29 15:20:00	NA	WG 	01006696	0.7859696	0.77693203	0.578255843267624	Complete	0.333666	0.334356	0.413172	0.01052233	0.00039391	0.02808684	0.21518835	0.001456	0.1276725	0.4327437	
391517106230602	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	2010-09-29 15:50:00	NA	WS 	01006697	3.10260205	3.81928792	-10.3539043975875	Complete	-0.025974	0.001639	1.9379164	0.00840658	0.00028648	0.05236226	0.86396271	0.0301392	0.217935	3.83685534	Charge imbalance > 10%
391516106224401	SC00908019BDBB3 BPS-04 BUFFALO PK SEEP NR LEADVILL	2010-09-29 17:15:00	NA	WG 	01006699	1.00945518	1.01010363	-0.0321084979941799	Complete	0.793206	0.793276	0.4824831	0.01142505	0.00418977	0.02974954	0.37137477	0.000728	0.12093	0.20547258	
391506106225201	SC00908019BCDD1 LSGS-01 LITTLE SUGARLOAF GL SEEP 1	2010-09-29 18:05:00	NA	WG 	01006700	0.5930473	0.60816865	-1.2588369310281	Complete	0.155844	0.157344	0.3190606	0.00933751	0.00164726	0.02348244	0.1242579	0.0001456	0.1244535	0.44298714	
391504106225001	SC00908019CBA2 LSGS-0A	2010-09-29 18:30:00	NA	WG 	01006701	0.59916444	0.60307682	-0.325423867086382	Complete	0.281718	0.283547	0.28443	0.00970424	0.00193374	0.02550326	0.14614704	3.64e-05	0.141114	0.31165458	
